Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
576,Aaron Wiggins\wiggiaa01,SG,23,OKC,50,35,24.2,3.1,6.7,.463,0.8,2.8,.304,2.3,4.0,.573,.525,1.2,1.7,.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3
577,Andrew Wiggins\wiggian01,SF,26,GSW,71,71,31.9,6.5,14.0,.466,2.1,5.5,.393,4.4,8.5,.512,.542,2.1,3.2,.643,1.2,3.3,4.5,2.3,1.1,0.7,1.5,2.1,17.2
578,Lindell Wigginton\wiggili01,PG,23,MIL,17,0,8.9,1.1,2.5,.442,0.4,1.1,.368,0.7,1.4,.500,.523,0.9,1.6,.556,0.1,1.1,1.2,0.8,0.2,0.1,0.6,0.7,3.5
579,Brandon Williams\willibr03,PG,22,POR,21,14,27.0,4.6,12.0,.381,1.4,4.7,.303,3.1,7.3,.431,.440,3.0,4.3,.700,0.9,2.3,3.2,3.9,1.0,0.4,2.4,2.1,13.6
580,Grant Williams\willigr01,PF,23,BOS,74,20,24.2,2.7,5.6,.481,1.4,3.4,.418,1.3,2.3,.575,.606,1.1,1.2,.899,0.8,2.7,3.5,1.0,0.5,0.7,0.8,2.4,7.9
581,Kenrich Williams\willike04,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4
582,Lou Williams\willilo02,PG,35,ATL,55,0,14.3,2.3,5.7,.392,0.7,1.8,.366,1.6,3.9,.405,.451,1.2,1.4,.859,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,6.4
583,Patrick Williams\willipa01,PF,20,CHI,13,5,22.8,2.4,4.5,.534,0.6,1.3,.471,1.8,3.2,.561,.603,0.8,1.2,.625,0.8,3.0,3.8,0.6,0.7,0.5,0.5,1.5,6.2
584,Robert Williams\williro04,C,24,BOS,61,61,29.6,4.4,6.0,.736,0.0,0.0,.000,4.4,6.0,.738,.736,1.1,1.5,.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,10.0
585,Ziaire Williams\willizi02,SF,20,MEM,58,29,21.4,3.0,6.6,.453,1.1,3.7,.302,1.8,2.8,.648,.538,0.6,0.8,.773,0.4,1.7,2.1,1.0,0.5,0.2,0.7,1.8,7.6
586,D.J. Wilson\wilsodj01,PF,25,TOR,4,1,13.5,2.8,3.8,.733,0.0,0.5,.000,2.8,3.3,.846,.733,2.0,2.5,.800,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5
587,Dylan Windler\windldy01,SF,25,CLE,48,0,9.1,0.8,2.0,.379,0.4,1.4,.309,0.3,0.6,.556,.489,0.3,0.4,.833,0.4,1.4,1.8,0.6,0.3,0.1,0.3,0.9,2.3
588,Justise Winslow\winslju01,SF,25,TOT,48,11,16.1,2.3,5.4,.428,0.3,1.4,.227,2.0,4.0,.497,.457,0.8,1.4,.591,1.0,3.2,4.2,1.8,0.7,0.5,1.0,1.4,5.7
588,Justise Winslow\winslju01,SF,25,LAC,37,1,12.9,1.7,3.8,.447,0.1,0.8,.172,1.6,3.0,.518,.465,0.7,1.1,.610,0.8,2.8,3.6,1.4,0.6,0.5,1.0,1.2,4.2
588,Justise Winslow\winslju01,SF,25,POR,11,10,26.8,4.3,10.5,.405,0.9,3.4,.270,3.4,7.2,.468,.448,1.3,2.3,.560,1.8,4.5,6.3,2.9,1.3,0.6,1.1,1.9,10.7
589,Cassius Winston\winstca01,PG,23,WAS,5,0,5.4,0.6,1.2,.500,0.4,1.0,.400,0.2,0.2,1.000,.667,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.4,2.0
590,Christian Wood\woodch01,C,26,HOU,68,67,30.8,6.5,12.9,.501,1.9,4.9,.390,4.5,8.0,.570,.576,3.0,4.9,.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5,17.9
591,Robert Woodard II\woodaro01,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
592,Delon Wright\wrighde01,SG,29,ATL,73,8,18.7,1.6,3.6,.462,0.6,1.5,.396,1.0,2.0,.510,.546,0.7,0.8,.860,0.7,2.2,2.8,2.4,1.2,0.3,0.6,0.7,4.6
593,McKinley Wright IV\wrighmc01,PG,23,MIN,3,0,3.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
594,Moses Wright\wrighmo01,PF,23,TOT,3,0,2.0,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,0.3,0.3,1.000,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0
594,Moses Wright\wrighmo01,PF,23,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
594,Moses Wright\wrighmo01,PF,23,DAL,2,0,2.5,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5
595,Thaddeus Young\youngth01,PF,33,TOT,48,1,15.7,2.7,5.1,.522,0.3,0.8,.359,2.4,4.3,.553,.551,0.4,0.9,.444,1.5,2.4,3.9,2.0,1.0,0.4,1.0,1.4,6.0
595,Thaddeus Young\youngth01,PF,33,SAS,26,1,14.2,2.8,4.9,.578,0.0,0.2,.000,2.8,4.7,.602,.578,0.4,0.8,.455,1.5,2.0,3.6,2.3,0.9,0.3,1.2,1.5,6.1
595,Thaddeus Young\youngth01,PF,33,TOR,22,0,17.5,2.5,5.3,.462,0.6,1.5,.412,1.8,3.8,.482,.521,0.5,1.0,.435,1.5,2.9,4.3,1.6,1.1,0.5,0.9,1.4,6.0
596,Trae Young\youngtr01,PG,23,ATL,72,72,34.8,9.3,20.3,.459,3.1,8.0,.383,6.3,12.3,.509,.535,6.6,7.3,.903,0.6,3.1,3.8,9.6,1.0,0.1,4.0,1.7,28.3
597,Omer Yurtseven\yurtsom01,C,23,MIA,54,11,12.1,2.3,4.3,.543,0.0,0.1,.125,2.3,4.1,.558,.545,0.7,1.1,.632,1.5,3.7,5.1,0.9,0.3,0.4,0.7,1.5,5.4
598,Cody Zeller\zelleco01,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
599,Ivica Zubac\zubaciv01,C,24,LAC,73,73,24.4,4.0,6.4,.624,0.0,0.0,,4.0,6.4,.624,.624,2.2,3.0,.729,2.8,5.5,8.4,1.6,0.5,1.0,1.5,2.6,10.2
