Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
395,Ade Murkey\murkead01,SG,24,SAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Trey Murphy III\murphtr02,SF,21,NOP,58,0,13.5,1.6,4.2,.384,1.1,2.9,.365,0.6,1.3,.423,.508,0.6,0.7,.857,0.7,1.6,2.3,0.6,0.3,0.1,0.2,1.0,4.9
397,Dejounte Murray\murrade01,PG,25,SAS,67,67,34.8,8.5,18.3,.463,1.4,4.3,.330,7.1,14.0,.504,.502,2.8,3.6,.788,1.2,7.2,8.4,9.3,2.0,0.3,2.7,2.0,21.2
398,Mike Muscala\muscami01,C,30,OKC,43,0,13.8,2.6,5.8,.456,1.6,3.8,.429,1.0,2.0,.506,.597,1.1,1.3,.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0
399,Svi Mykhailiuk\mykhasv01,SF,24,TOR,55,5,12.9,1.6,4.1,.390,0.7,2.3,.302,0.9,1.8,.505,.476,0.6,0.7,.865,0.4,1.3,1.7,0.8,0.5,0.1,0.6,0.9,4.5
400,Abdel Nader\naderab01,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4
401,Larry Nance Jr.\nancela02,PF,29,TOT,42,11,22.9,2.8,5.3,.525,0.5,1.6,.333,2.3,3.7,.605,.574,0.8,1.2,.667,1.5,4.0,5.5,1.8,0.9,0.5,0.7,1.8,6.9
401,Larry Nance Jr.\nancela02,PF,29,POR,37,11,23.2,2.8,5.4,.515,0.5,1.7,.306,2.2,3.7,.610,.563,0.9,1.3,.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9
401,Larry Nance Jr.\nancela02,PF,29,NOP,5,0,20.6,3.0,5.0,.600,0.6,0.8,.750,2.4,4.2,.571,.660,0.4,0.4,1.000,1.4,3.4,4.8,0.8,0.2,1.2,0.8,1.8,7.0
402,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,13,0,4.6,0.5,1.3,.353,0.0,0.2,.000,0.5,1.2,.400,.353,0.2,0.3,.750,0.2,0.2,0.5,0.9,0.1,0.0,0.2,0.2,1.2
403,Aaron Nesmith\nesmiaa01,SF,22,BOS,49,3,11.0,1.4,3.5,.398,0.6,2.1,.267,0.8,1.3,.606,.480,0.4,0.5,.792,0.3,1.4,1.7,0.4,0.4,0.1,0.5,1.3,3.7
404,Raul Neto\netora01,PG,29,WAS,67,19,19.8,2.9,6.4,.458,0.5,1.7,.293,2.4,4.6,.519,.498,1.1,1.5,.762,0.2,1.8,2.0,3.2,0.8,0.0,1.1,1.5,7.5
405,Malik Newman\newmama01,PG,24,CLE,1,0,8.0,3.0,5.0,.600,0.0,1.0,.000,3.0,4.0,.750,.600,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
406,Georges Niang\niangge01,PF,28,PHI,74,7,23.0,3.2,7.5,.435,2.0,5.1,.399,1.2,2.4,.511,.571,0.7,0.8,.881,0.3,2.4,2.7,1.4,0.4,0.2,0.8,2.5,9.2
407,Daishen Nix\nixda01,SG,19,HOU,22,0,11.0,1.1,3.0,.385,0.3,1.2,.269,0.8,1.8,.462,.438,0.6,1.2,.538,0.3,1.1,1.4,1.8,0.6,0.0,1.0,0.9,3.2
408,Zeke Nnaji\nnajize01,PF,21,DEN,40,1,16.8,2.4,4.4,.537,0.9,1.9,.487,1.5,2.5,.574,.641,1.0,1.6,.613,1.4,2.3,3.6,0.4,0.4,0.3,0.6,1.9,6.6
409,Nerlens Noel\noelne01,C,27,NYK,25,11,22.5,1.3,2.4,.533,0.0,0.1,.000,1.3,2.3,.561,.533,0.8,1.2,.700,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4
410,Jaylen Nowell\nowelja01,SG,22,MIN,59,1,15.7,3.1,6.6,.476,1.0,2.5,.383,2.2,4.1,.533,.549,1.1,1.4,.768,0.4,1.7,2.0,2.2,0.4,0.2,0.6,1.2,8.3
411,Frank Ntilikina\ntilila01,PG,23,DAL,56,5,12.1,1.6,3.9,.398,0.7,2.0,.345,0.9,2.0,.450,.484,0.4,0.4,.960,0.2,1.2,1.4,1.2,0.5,0.1,0.6,1.1,4.3
412,Jusuf Nurkić\nurkiju01,C,27,POR,56,56,28.2,5.7,10.7,.535,0.3,1.0,.268,5.5,9.7,.563,.548,3.3,4.8,.690,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0
413,David Nwaba\nwabada01,SF,29,HOU,45,4,13.2,1.9,3.9,.483,0.3,1.1,.313,1.5,2.8,.548,.526,1.1,1.5,.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1
414,Jordan Nwora\nworajo01,SF,23,MIL,59,12,19.2,3.0,7.4,.411,1.3,3.7,.350,1.7,3.7,.472,.499,0.4,0.5,.813,0.6,2.9,3.5,0.9,0.4,0.3,0.9,1.3,7.8
415,Royce O'Neale\onealro01,SF,28,UTA,74,74,31.4,2.7,5.8,.464,1.6,4.0,.393,1.1,1.8,.619,.599,0.6,0.7,.808,0.8,4.1,4.9,2.5,1.1,0.4,1.0,2.4,7.5
416,Semi Ojeleye\ojelese01,PF,27,TOT,30,0,13.5,1.0,3.3,.303,0.5,1.7,.300,0.5,1.6,.306,.379,0.8,1.0,.793,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1.0,3.3
416,Semi Ojeleye\ojelese01,PF,27,MIL,20,0,15.4,0.9,3.5,.257,0.6,2.1,.268,0.4,1.5,.241,.336,0.5,0.7,.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9
416,Semi Ojeleye\ojelese01,PF,27,LAC,10,0,9.8,1.2,2.9,.414,0.4,0.9,.444,0.8,2.0,.400,.483,1.3,1.6,.813,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4,4.1
417,Chuma Okeke\okekech01,PF,23,ORL,67,17,24.7,3.0,8.0,.370,1.6,5.1,.311,1.4,2.9,.472,.468,0.8,0.9,.841,0.7,4.2,4.9,1.7,1.4,0.6,0.8,1.3,8.3
418,Josh Okogie\okogijo01,SG,23,MIN,47,6,10.4,0.8,2.1,.381,0.3,1.0,.304,0.5,1.1,.451,.454,0.7,1.0,.681,0.6,0.9,1.4,0.5,0.5,0.2,0.5,1.0,2.6
419,Onyeka Okongwu\okongon01,C,21,ATL,44,6,20.7,3.3,4.8,.692,0.0,0.0,,3.3,4.8,.692,.692,1.8,2.5,.722,2.5,3.4,5.9,1.1,0.6,1.3,0.9,3.1,8.4
420,Isaac Okoro\okorois01,SF,21,CLE,64,58,29.8,3.2,6.6,.480,0.8,2.4,.353,2.3,4.2,.552,.544,1.8,2.4,.781,1.1,2.0,3.1,1.8,0.8,0.3,0.9,2.5,9.0
421,KZ Okpala\okpalkz01,PF,22,MIA,21,0,11.6,1.4,3.3,.435,0.4,1.2,.346,1.0,2.0,.488,.500,0.4,0.5,.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7
422,Victor Oladipo\oladivi01,SG,29,MIA,7,0,19.7,3.1,7.3,.431,1.4,3.6,.400,1.7,3.7,.462,.529,0.7,1.1,.625,0.3,1.6,1.9,3.0,0.4,0.1,1.7,1.6,8.4
423,Cameron Oliver\oliveca01,SF,25,ATL,2,0,21.5,5.0,7.5,.667,0.5,1.5,.333,4.5,6.0,.750,.700,1.0,1.5,.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5
424,Kelly Olynyk\olynyke01,C,30,DET,39,1,19.0,3.2,7.2,.444,1.0,2.9,.339,2.2,4.2,.518,.514,1.6,2.1,.763,1.4,3.1,4.4,2.7,0.8,0.5,1.4,2.5,8.9
425,Eugene Omoruyi\omorueu01,SF,24,DAL,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
426,Miye Oni\onimi01,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3
427,Cedi Osman\osmande01,SF,26,CLE,63,3,22.1,3.7,8.7,.426,1.9,5.5,.353,1.8,3.2,.552,.537,1.3,2.0,.661,0.4,1.8,2.2,2.1,0.8,0.2,1.0,1.9,10.7
428,Daniel Oturu\oturuda01,C,22,TOR,3,0,9.0,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,1.0,1.7,.600,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
429,Kelly Oubre Jr.\oubreke01,SF,26,CHO,72,13,26.7,5.5,12.5,.438,2.5,7.4,.345,2.9,5.1,.573,.540,1.6,2.5,.667,1.1,2.9,4.0,1.1,1.0,0.4,0.9,2.5,15.2
430,Jaysean Paige\paigeja01,PG,27,DET,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
431,Trayvon Palmer\palmetr01,SG,27,DET,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
432,Kevin Pangos\pangoke01,PG,29,CLE,24,3,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6
433,Jabari Parker\parkeja01,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
434,Eric Paschall\pascher01,PF,25,UTA,56,3,12.9,2.0,4.1,.482,0.7,1.9,.374,1.3,2.2,.579,.570,1.1,1.5,.771,0.5,1.3,1.9,0.6,0.2,0.1,0.5,0.9,5.8
435,Chris Paul\paulch01,PG,36,PHO,63,63,33.0,5.6,11.4,.492,1.0,3.1,.321,4.6,8.3,.556,.536,2.7,3.2,.835,0.3,4.0,4.3,10.7,1.9,0.3,2.4,2.1,14.9
436,Cameron Payne\payneca01,PG,27,PHO,56,11,22.0,4.2,10.1,.411,1.2,3.6,.337,2.9,6.5,.452,.471,1.3,1.6,.843,0.4,2.6,3.0,4.8,0.7,0.3,1.8,2.1,10.9
437,Elfrid Payton\paytoel01,PG,27,PHO,48,1,10.9,1.4,3.5,.392,0.1,0.4,.235,1.3,3.1,.409,.404,0.3,0.6,.400,0.4,1.3,1.8,2.0,0.5,0.1,0.9,0.8,3.0
438,Gary Payton II\paytoga02,PG,29,GSW,68,16,17.4,3.0,4.8,.613,0.6,1.7,.364,2.3,3.1,.752,.678,0.5,0.8,.589,1.0,2.4,3.4,0.9,1.4,0.3,0.6,1.9,7.0
439,Norvel Pelle\pelleno01,C,28,UTA,3,0,6.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
440,Reggie Perry\perryre01,PF,21,TOT,6,0,17.2,3.2,6.5,.487,0.3,1.3,.250,2.8,5.2,.548,.513,1.0,1.7,.600,1.5,3.5,5.0,0.5,0.5,0.3,0.7,3.2,7.7
440,Reggie Perry\perryre01,PF,21,POR,5,0,18.6,3.6,7.6,.474,0.4,1.6,.250,3.2,6.0,.533,.500,1.2,2.0,.600,1.8,4.0,5.8,0.6,0.6,0.4,0.8,3.2,8.8
440,Reggie Perry\perryre01,PF,21,IND,1,0,10.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
441,Jamorko Pickett\pickeja01,PF,24,DET,11,0,12.1,1.1,3.5,.308,0.8,2.8,.290,0.3,0.7,.375,.423,0.1,0.2,.500,0.5,1.6,2.2,0.6,0.0,0.5,0.3,0.8,3.1
442,Theo Pinson\pinsoth01,SF,26,DAL,16,0,7.5,0.6,2.0,.281,0.4,1.6,.240,0.2,0.4,.429,.375,0.3,0.3,1.000,0.1,1.1,1.2,0.8,0.3,0.1,0.1,0.6,1.8
443,Mason Plumlee\plumlma01,C,31,CHO,69,69,24.9,2.8,4.4,.635,0.0,0.0,.000,2.8,4.4,.639,.635,0.9,2.3,.391,2.5,5.4,7.9,3.2,0.8,0.7,1.3,3.1,6.6
444,Jakob Poeltl\poeltja01,C,26,SAS,65,64,29.0,6.0,9.8,.618,0.0,0.0,1.000,6.0,9.7,.618,.619,1.4,2.8,.494,3.9,5.3,9.2,2.8,0.7,1.8,1.6,3.1,13.4
445,Aleksej Pokusevski\pokusal01,PF,20,OKC,61,12,20.2,3.0,7.5,.408,0.9,3.2,.289,2.1,4.2,.498,.470,0.6,0.8,.700,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,7.6
446,Yves Pons\ponsyv01,SF,22,MEM,9,0,3.6,0.2,0.6,.400,0.1,0.2,.500,0.1,0.3,.333,.500,0.0,0.2,.000,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.2,0.6
447,Jordan Poole\poolejo01,SG,22,GSW,73,48,30.0,6.3,13.8,.453,2.8,7.6,.368,3.5,6.2,.557,.554,3.1,3.4,.920,0.4,2.9,3.4,3.8,0.8,0.3,2.4,2.7,18.4
448,Kevin Porter Jr.\porteke02,PG,21,HOU,58,58,30.8,5.2,12.7,.408,2.4,6.5,.368,2.8,6.2,.451,.503,1.9,3.1,.628,0.7,3.6,4.3,6.2,1.1,0.4,3.2,2.6,14.7
449,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
450,Otto Porter Jr.\porteot01,PF,28,GSW,61,15,22.0,3.1,6.5,.469,1.3,3.4,.368,1.8,3.1,.579,.565,0.8,1.0,.814,1.3,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2
451,Bobby Portis\portibo01,C,26,MIL,69,59,28.3,5.8,12.1,.478,1.9,4.7,.394,3.9,7.4,.532,.556,1.2,1.6,.752,2.5,6.6,9.1,1.2,0.8,0.7,1.3,2.4,14.7
452,Kristaps Porziņģis\porzikr01,PF,26,TOT,49,49,29.0,6.8,15.0,.454,1.4,4.9,.297,5.3,10.1,.529,.502,4.9,5.7,.867,2.0,5.9,7.9,2.3,0.7,1.7,1.6,2.7,20.0
452,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,34,29.5,6.7,14.9,.451,1.4,5.1,.283,5.3,9.9,.537,.499,4.3,5.0,.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2
452,Kristaps Porziņģis\porzikr01,PF,26,WAS,15,15,27.9,6.9,15.1,.460,1.5,4.4,.333,5.5,10.7,.513,.509,6.3,7.3,.872,2.2,6.1,8.3,3.0,0.7,1.5,1.7,2.9,21.7
453,Micah Potter\pottemi01,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
454,Dwight Powell\poweldw01,C,30,DAL,79,68,21.7,3.2,4.9,.660,0.2,0.5,.351,3.1,4.4,.693,.677,2.0,2.5,.797,2.1,2.8,4.9,1.2,0.5,0.5,0.7,2.7,8.6
455,Myles Powell\powelmy01,PG,24,PHI,11,0,4.7,0.5,1.5,.294,0.1,0.5,.167,0.4,1.0,.364,.324,0.2,0.2,1.000,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2
456,Norman Powell\powelno01,SF-SG,28,TOT,43,41,32.9,6.2,13.6,.457,2.3,5.7,.407,3.9,7.9,.493,.542,4.1,5.1,.807,0.5,2.8,3.3,2.2,1.0,0.4,1.6,2.3,18.8
456,Norman Powell\powelno01,SF,28,POR,40,39,33.3,6.2,13.6,.456,2.3,5.7,.406,3.9,7.8,.492,.542,4.0,5.0,.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7
456,Norman Powell\powelno01,SG,28,LAC,3,2,26.7,6.7,14.0,.476,2.0,4.7,.429,4.7,9.3,.500,.548,5.7,6.7,.850,1.0,2.0,3.0,4.0,0.7,0.7,1.7,2.7,21.0
457,Joshua Primo\primojo01,SG,19,SAS,46,12,18.7,1.9,5.2,.371,0.8,2.7,.302,1.1,2.5,.447,.450,0.8,1.1,.765,0.7,1.6,2.3,1.5,0.4,0.5,1.1,1.5,5.5
458,Taurean Prince\princta02,PF,27,MIN,67,8,17.1,2.6,5.7,.459,1.2,3.3,.377,1.4,2.4,.572,.569,0.9,1.2,.769,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.6,7.3
459,Payton Pritchard\pritcpa01,SG,24,BOS,68,2,14.0,2.2,5.1,.425,1.4,3.4,.412,0.8,1.8,.450,.560,0.3,0.3,1.000,0.4,1.4,1.9,1.9,0.3,0.1,0.6,0.9,6.0
460,Trevelin Queen\queentr01,SG,24,HOU,10,0,7.4,1.5,3.3,.455,0.9,2.4,.375,0.6,0.9,.667,.591,0.4,0.4,1.000,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3
461,Neemias Queta\quetane01,C,22,SAC,11,0,6.5,0.9,2.2,.417,0.0,0.0,,0.9,2.2,.417,.417,0.4,0.6,.571,1.1,0.7,1.8,0.4,0.1,0.4,0.4,1.0,2.2
462,Immanuel Quickley\quickim01,PG,22,NYK,75,2,22.6,3.5,9.0,.390,1.7,4.9,.346,1.8,4.0,.444,.485,2.2,2.5,.888,0.4,2.7,3.0,3.3,0.7,0.0,1.2,2.2,10.9
463,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,0,7.1,1.3,3.1,.414,0.3,0.9,.278,1.0,2.1,.475,.457,0.4,0.7,.500,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2
464,Julius Randle\randlju01,PF,27,NYK,72,72,35.3,7.1,17.3,.411,1.7,5.4,.308,5.4,11.9,.458,.459,4.2,5.6,.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1
465,Austin Reaves\reaveau01,SG,23,LAL,57,16,22.5,2.2,4.9,.457,0.8,2.6,.307,1.4,2.2,.633,.540,1.3,1.5,.837,0.7,2.2,2.9,1.6,0.4,0.3,0.6,1.5,6.5
466,Cam Reddish\reddica01,SF,22,TOT,49,7,20.7,3.4,8.3,.404,1.3,3.8,.359,2.0,4.6,.442,.485,2.1,2.3,.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1
466,Cam Reddish\reddica01,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9
466,Cam Reddish\reddica01,SF,22,NYK,15,0,14.3,1.8,4.3,.415,0.5,2.1,.258,1.3,2.3,.559,.477,1.9,2.1,.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1
467,Davon Reed\reedda01,SG,26,DEN,45,5,13.6,1.6,3.3,.490,0.8,1.8,.427,0.8,1.4,.569,.609,0.2,0.3,.833,0.3,1.9,2.2,1.0,0.5,0.2,0.3,1.3,4.2
468,Paul Reed\reedpa01,C,22,PHI,35,2,7.4,1.0,2.2,.474,0.1,0.2,.250,1.0,1.9,.500,.487,0.1,0.3,.400,1.0,1.1,2.1,0.4,0.7,0.4,0.3,1.3,2.2
469,Naz Reid\reidna01,C,22,MIN,74,5,15.7,3.0,6.1,.496,0.7,2.1,.348,2.3,4.0,.572,.555,1.5,2.0,.762,1.4,2.6,3.9,0.9,0.5,0.9,1.0,2.2,8.3
470,Nick Richards\richani01,C,24,CHO,48,5,7.5,1.2,1.8,.678,0.0,0.0,,1.2,1.8,.678,.678,0.6,0.9,.698,0.7,1.1,1.7,0.3,0.2,0.4,0.5,1.0,3.1
471,Josh Richardson\richajo01,SG,28,TOT,61,6,24.6,3.5,8.1,.435,1.5,3.7,.403,2.0,4.4,.463,.527,1.4,1.6,.889,0.7,2.2,2.9,1.8,0.9,0.5,1.0,1.8,10.0
471,Josh Richardson\richajo01,SG,28,BOS,44,0,24.7,3.5,7.8,.443,1.4,3.5,.397,2.0,4.3,.481,.534,1.4,1.6,.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7
471,Josh Richardson\richajo01,SG,28,SAS,17,6,24.2,3.7,8.9,.417,1.7,4.1,.414,2.0,4.8,.420,.513,1.6,1.6,.964,0.9,2.1,3.0,2.4,1.1,0.4,1.3,1.5,10.7
472,Austin Rivers\riverau01,SG,29,DEN,64,16,21.9,2.1,5.2,.413,1.2,3.5,.344,1.0,1.7,.550,.527,0.5,0.6,.725,0.3,1.4,1.7,1.4,0.8,0.1,0.8,1.8,5.9
473,Duncan Robinson\robindu01,SG,27,MIA,76,67,26.0,3.6,9.2,.396,2.9,7.9,.367,0.8,1.3,.564,.553,0.7,0.8,.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.6,10.9
474,Justin Robinson\robinju01,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1
474,Justin Robinson\robinju01,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8
474,Justin Robinson\robinju01,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7
474,Justin Robinson\robinju01,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
475,Mitchell Robinson\robinmi01,C,23,NYK,72,62,25.7,3.6,4.8,.761,0.0,0.0,,3.6,4.8,.761,.761,1.2,2.5,.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5
476,Jeremiah Robinson-Earl\robinje02,C,21,OKC,48,36,22.3,2.7,6.5,.408,1.2,3.4,.346,1.5,3.2,.474,.497,0.8,1.0,.720,1.5,4.1,5.7,1.0,0.6,0.3,0.8,1.5,7.3
477,Isaiah Roby\robyis01,PF,23,OKC,41,24,20.7,3.4,6.7,.516,0.8,1.9,.429,2.6,4.8,.551,.577,1.8,2.6,.689,1.7,3.1,4.9,1.5,0.8,0.7,0.9,2.3,9.5
478,Rajon Rondo\rondora01,PG,35,TOT,36,1,18.0,1.8,4.7,.387,0.8,2.3,.341,1.0,2.4,.430,.470,0.5,0.7,.731,0.4,2.4,2.8,4.1,0.8,0.2,1.8,1.4,4.9
478,Rajon Rondo\rondora01,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
478,Rajon Rondo\rondora01,PG,35,CLE,18,1,20.0,2.3,5.4,.433,1.1,2.9,.385,1.2,2.5,.489,.536,1.0,1.3,.750,0.2,2.7,2.9,4.5,0.9,0.1,1.7,1.4,6.8
479,Derrick Rose\rosede01,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
480,Terrence Ross\rosste01,SG,30,ORL,63,0,23.0,3.5,8.8,.397,1.2,4.2,.292,2.3,4.6,.493,.467,1.8,2.1,.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0
481,Terry Rozier\roziete01,SG,27,CHO,69,69,33.9,7.0,16.0,.440,3.1,8.2,.377,3.9,7.8,.506,.536,2.1,2.5,.850,0.8,3.6,4.3,4.4,1.3,0.3,1.4,1.7,19.3
482,Ricky Rubio\rubiori01,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
483,D'Angelo Russell\russeda01,PG,25,MIN,64,64,32.0,6.2,15.0,.410,2.7,8.0,.340,3.4,7.0,.490,.501,3.1,3.7,.828,0.4,2.9,3.3,7.0,1.0,0.3,2.5,2.0,18.1
484,Domantas Sabonis\sabondo01,C-PF,25,TOT,62,61,34.5,7.1,12.5,.573,0.6,2.0,.312,6.5,10.5,.623,.598,4.0,5.4,.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9
484,Domantas Sabonis\sabondo01,C,25,IND,47,46,34.7,7.0,12.1,.580,0.7,2.3,.324,6.3,9.9,.639,.610,4.1,5.5,.740,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9
484,Domantas Sabonis\sabondo01,PF,25,SAC,15,15,33.6,7.5,13.5,.554,0.3,1.1,.235,7.2,12.3,.584,.564,3.7,4.9,.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9
485,Olivier Sarr\sarrol01,C,22,OKC,21,2,18.2,2.6,4.4,.591,0.6,1.3,.481,2.0,3.1,.636,.661,1.0,1.2,.800,1.4,2.5,3.9,0.9,0.3,0.6,1.0,2.4,6.8
486,Tomáš Satoranský\satorto01,SG,30,TOT,51,9,16.1,1.2,3.3,.353,0.2,0.9,.191,1.0,2.4,.415,.379,0.8,1.1,.796,0.5,1.8,2.3,3.0,0.5,0.1,0.8,1.3,3.4
486,Tomáš Satoranský\satorto01,SG,30,NOP,32,3,15.0,1.0,3.3,.299,0.2,1.0,.161,0.8,2.4,.355,.322,0.6,0.8,.760,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8
486,Tomáš Satoranský\satorto01,SG,30,SAS,1,0,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
486,Tomáš Satoranský\satorto01,SG,30,WAS,18,6,18.3,1.6,3.5,.444,0.2,0.9,.250,1.3,2.6,.511,.476,1.2,1.4,.840,0.4,2.4,2.8,4.4,0.8,0.2,0.9,1.7,4.5
487,Jordan Schakel\schakjo01,SG,23,WAS,2,0,7.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
488,Admiral Schofield\schofad01,SF,24,ORL,36,1,11.9,1.4,3.2,.430,0.6,1.9,.319,0.8,1.3,.600,.526,0.3,0.4,.769,0.4,1.8,2.2,0.7,0.1,0.1,0.5,1.5,3.6
489,Dennis Schröder\schrode01,SG-PG,28,TOT,64,29,28.7,4.9,11.3,.431,1.3,3.9,.344,3.5,7.4,.477,.490,2.5,2.9,.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5
